Subject,Having_IP,Having_At_Symbol,Prefix_Suffix,URL_Length_Long,HTTPS_Token_in_URL,Suspicious_TLD,Shortening_Service,Contains_Password_Field,Domain_Old(>12mo),Alexa_Popular,label
Re: [FoRK] Politico Quandry,0,0,0,0,0,1,0,0,1,1,1
Herzlich Willkommen!,0,0,0,0,0,0,0,0,1,0,0
Re: ,0,0,0,1,0,0,0,0,1,1,1
Re: [perl #47181] Try OO semantics before throwing fatal error,0,0,0,0,1,0,0,0,1,1,1
Different virtual_alias_domains on different IPs?,0,1,0,0,0,1,0,0,1,1,1
Which Technologies will Carry the Rich Internet Torch?,0,0,0,0,0,0,0,0,1,1,0
Italian-crafted Rolex - only $65 - $140!! - Action needed,0,0,0,1,1,0,1,1,1,1,1
CanadianFriendlySupportFDAapproved,0,0,1,0,0,0,0,0,1,1,0
CNN.com Daily Top 10,0,0,0,0,0,0,0,0,1,1,0
[spambayes-dev] Should we cull the list of SpamBayes developers?,0,0,0,0,0,0,0,0,1,1,0
Re: [opensuse] Beagle waste,0,0,0,0,0,0,0,0,1,1,0
Male Enhancement Reviews,0,0,0,0,0,0,0,0,1,1,0
Re: [opensuse] Beagle waste,0,0,0,0,0,1,0,0,1,1,1
[b3ta] "Arthur Scargill: a biography of a miner celebrity (And still only 55p!)" - Action needed,1,1,0,0,1,1,0,0,1,1,1
Want to have fantastic nights?,0,0,0,0,0,0,0,0,1,1,0
[Bug 5780] [review] URI processing turns uuencoded strings into http URI's which then causes FPs,0,0,0,1,0,0,0,0,1,1,1
Male enhancing supplement,0,0,0,0,0,1,0,1,1,1,1
[UAI] First Call For Papers: Ambient Intelligence and Life,0,1,0,0,1,1,1,0,1,1,1
Fwd: Najhujsa nesreca v zgodovini F1,0,0,0,0,0,1,0,1,1,1,1
CNN.com Daily Top 10,0,0,0,0,0,1,0,1,1,1,1
CNN.com Daily Top 10,0,0,0,0,0,0,0,0,1,1,0
Re: [Python-Dev] string representation of range in 3.0,0,0,0,0,0,0,0,0,1,1,1
Barely 16 and for your pleasure,1,0,0,0,0,0,0,0,1,1,0
For:5eb8f2a6b55eef499b6c96448ccf55cd Britney and Paris having fun together. Watch. - Urgent,0,0,0,0,0,0,0,0,1,1,1
Highly secure 256bit order processing,0,0,0,0,0,0,0,0,1,1,0
Good Health for Less Money - Important,0,0,0,0,0,0,0,0,1,1,0
Re: [opensuse] 10.3 Kernel problem with P5A-B motherboard. - "top" to blame!,0,0,1,0,1,0,0,1,1,1,1
Excellent-made replica watches from Rolex   ,0,0,0,1,0,0,0,0,1,1,0
Re:,0,0,0,0,0,0,0,0,1,1,1
"Re: [Python-Dev] [Distutils] FW: [issue2513]	64bit	cross	compilation on windows",1,0,0,0,1,1,1,0,1,1,1
Congratulation using radio stations,0,0,0,0,0,0,0,0,1,1,1
RE: uribl.com implementing ACLs,0,0,0,0,0,0,0,0,1,1,0
CNN Alerts: My Custom Alert,0,0,0,1,0,0,0,0,0,1,1
From Diane Soto,0,0,0,0,0,1,1,1,1,1,1
Re: [opensuse] OpenSuse 11,0,0,0,0,0,0,1,0,1,1,1
Great news for disenchanted men!,0,0,1,0,0,0,1,0,1,1,1
CNN.com Daily Top 10 - Urgent,1,0,0,1,1,1,0,0,1,1,1
RE: [ILUG] Linux PCs from Tesco,0,0,0,0,0,0,0,0,1,1,0
123,0,1,1,0,1,0,1,1,1,1,1
Re: [opensuse] Online update,0,0,0,1,0,0,0,0,1,1,0
Add more Pleasure to Your Intimate Life. m,1,0,0,0,1,0,0,0,1,1,1
Enormous $ize is attainable,0,0,0,0,0,0,0,0,1,1,0
[perl #47219] AutoLoader: goto considered harmful (especially with AutoLoaded XS) ,0,0,0,1,0,0,0,0,1,1,1
Fast Shipping WorldWide. ,0,0,0,0,0,0,0,0,1,1,1
Dont let failures in bed be your nightmares anymore.,0,0,0,0,0,0,0,0,1,1,0
Psychologist endorsed products for men - Please verify,0,0,1,0,0,0,0,0,1,1,1
Find out incredible lovers' secret.,0,0,1,0,0,0,0,0,1,1,1
Re: Problem with body check,0,0,0,1,0,0,1,0,1,1,1
Re: [ie-rant] Weekend Break,0,0,1,0,0,0,0,0,1,1,1
Quoting issue with exmh-2.7.2 (2nd. try),0,0,1,0,0,1,0,1,1,1,1
Guy found humping wild goat,0,1,0,0,0,0,0,0,1,1,1
From Kieth Glass,1,0,0,0,1,0,1,0,1,1,1
PG Writing Workshop   ,1,0,0,0,0,0,0,1,1,1,1
[UAI] AAMAS Doctoral Mentoring Programme,0,1,0,0,0,0,0,0,1,1,1
Here is Your Ecard,0,0,1,0,0,1,1,0,0,1,1
Re: [Python-Dev] unscriptable?,0,0,0,0,0,0,1,0,1,1,1
PharmacyPhentrimineForValuedCustomer,0,0,1,1,0,1,1,0,1,1,1
CNN Alerts: My Custom Alert,0,1,0,0,1,0,0,0,1,1,1
Re: [opensuse] look inside a initrd? - Important,0,0,0,0,0,0,0,0,1,1,1
Re: [opensuse] Nvidia + Xen,0,0,1,0,0,0,0,0,1,1,0
Real Enlargement,0,0,0,0,0,0,0,0,1,1,1
"Replica watches, pens, bags and more... Cheap luxury gifts ...   ",0,0,0,0,0,0,0,0,1,1,0
Find out incredible lovers' secret.,0,0,0,0,0,0,0,0,1,1,0
"[Python-Dev] an example of setuptools being used to good effect --	allmydata.org Tahoe",0,0,0,0,0,0,0,0,1,1,1
CNN.com Daily Top 10,0,0,1,1,0,1,0,0,1,1,1
Ravishing Bvlgari watches at Replica Classics   ,1,0,1,1,0,0,0,0,1,1,1
Last Chance to save up to 40% on The Homecoming!,0,0,0,0,0,0,0,0,1,1,0
Re: The 'believe-it' spams - Action needed,0,1,0,0,1,0,0,0,1,1,1
CNN.com Daily Top 10,0,0,0,0,0,0,0,0,1,1,0
fashionable replica watches - Please verify,0,0,0,0,0,0,0,0,1,1,1
are you willing to meet sometime,0,1,1,0,0,0,1,1,1,1,1
[ie-rant] Death by Monkey,0,0,0,1,0,0,0,0,1,1,0
Re:,1,0,0,1,1,0,0,0,1,1,1
From Freda Cohen,0,0,0,0,0,0,0,0,1,1,0
EmedsPhentrimineMeds - Please verify,0,1,0,0,1,0,1,0,1,1,1
"The life needs to be lived in the pleasure and the it will be more, the better xbhzt febk r",0,1,1,1,0,0,1,0,1,1,1
"[UAI] CFP: IEEE in cooperated International Conference on Intelligent Agents, Web Technologies and Internet Commerce",0,0,0,0,0,0,0,0,1,1,0
Accept and appreciate ,0,0,0,0,0,0,0,0,1,1,0
Someone Made you a card,0,0,0,0,0,0,0,0,1,1,0
Your chance to have perfect intimate life.,0,0,0,0,0,0,0,0,1,1,0
Best way to cure yourself,0,0,0,1,0,0,0,0,1,1,1
Help is on the way,0,0,0,0,1,1,0,1,1,1,1
Re: svn commit: r594726 - in /spamassassin/trunk: build/nightlymc/clienthosts masses/rule-qa/nightly-slave-start ,0,0,0,1,0,0,0,0,1,1,1
ViagraUSlicensedAllProducts - Important,0,0,0,0,0,0,1,0,1,1,0
Exclusive things mans,0,0,0,0,0,0,0,0,1,1,0
PowerEnlarge penis increasing system is proved to be effective! vesr iu vwu,0,0,0,0,0,0,0,0,1,1,0
"TuxOnIce-users Digest, Vol 36, Issue 27",0,0,0,0,0,0,0,0,1,1,0
One of the main shops online health that promote drugs,0,0,0,0,0,0,0,0,1,1,0
Re: HABEAS_ACCREDITED_COI,0,0,0,0,0,0,0,0,1,1,0
Get the Finest Rolex Watch Replica !   ,1,1,0,0,0,1,0,0,1,1,1
CNN.com Daily Top 10,0,0,0,0,0,0,0,0,1,1,0
Re: [FoRK] How does one save a rendered page?,1,0,0,0,0,0,1,1,1,0,1
[PATCH] make t/op/pack.t not explode when u64size='',0,0,0,0,1,1,0,1,1,1,1
Re: [opensuse] [repost] new mysql bootscript to support the start of multiple database,1,0,1,0,0,0,1,0,1,1,1
Supercharge your libido like never before trv qg bmta,0,0,0,0,0,0,0,0,1,1,0
CNN.com Daily Top 10,1,1,0,0,0,0,0,0,1,1,1
Re: [PATCH] Minor fix in File::Copy POD,0,0,0,0,0,0,0,0,1,1,0
Be full of energy and fill your partner with it siau jc d,1,0,1,0,0,0,1,0,1,1,1
CNN.com Daily Top 10,0,0,0,0,0,0,0,0,1,1,0
Regain your attractiveness as a man,0,0,0,0,0,0,0,0,0,1,0
Cialis and Viagra ? erectile dysfunction treatment.,0,0,0,0,0,1,1,0,1,1,1
CNN.com Daily Top 10,0,0,0,0,0,1,1,1,1,1,1
Astrology.com: BabyScopes,1,0,0,0,1,0,0,0,1,1,1
Real Enlargement,0,0,0,0,0,0,0,0,1,1,0
CNN.com Daily Top 10,0,0,0,1,0,0,0,0,1,1,0
Ravishing Bvlgari watches at Replica Classics   ,0,1,0,0,1,1,1,0,1,1,1
Re:,0,0,0,0,0,0,0,0,1,1,0
*3 FREE Bottles Of VPXL !! ,0,0,1,0,0,0,0,0,1,1,0
Good Health for Less Money,0,0,0,0,0,0,0,0,1,1,0
"Re: [R] Correlation dichotomous factor,  continous (numerical) and ordered factor",0,1,0,0,0,0,0,0,1,0,1
CNN.com Daily Top 10,0,0,0,0,0,1,0,1,1,1,1
CNN.com Daily Top 10,0,0,0,0,1,0,0,0,1,1,1
Karma sutra and massage foreplay techniques,1,0,1,1,0,0,0,0,1,1,1
[duodenalswitch] Digest Number 13745,0,0,0,0,0,0,0,0,1,1,0
[Dixielandjazz] Songwriter,0,0,0,0,0,1,1,0,1,1,1
CNN.com Daily Top 10,0,0,1,0,0,1,0,1,1,1,1
[Clamav-announce] announcing ClamAV 0.93rc1 - Please verify,0,0,0,0,0,0,1,0,1,1,1
"Produce Stronger, Rock Hard Erections.  - Please verify",0,1,0,1,0,0,0,0,1,1,1
Re: - Urgent,0,0,0,1,0,1,0,0,1,1,1
Introducing EyeTV 3,0,0,0,0,0,0,0,0,1,0,0
Author! Author!,0,0,0,1,0,1,0,1,0,1,1
Looking for Tag Heur replica? Visit Replica Classics   ,0,0,0,0,0,0,0,0,1,1,0
Dreams can cost less Replica watches from Rolex here   ,0,0,0,0,0,0,0,0,1,1,0
Re: How to trust my "domain"?,0,0,1,0,0,0,0,0,1,1,0
"Start a new, happiest se>.<u@1 life in 2008! - Please verify",1,0,0,0,0,1,0,0,1,0,1
Your message: Hi ! this Olga,0,0,0,0,0,0,0,0,1,1,0
CNN.com Daily Top 10,1,0,0,0,0,0,1,0,1,1,1
[Bug 5686] add OSBF/Winnow as an alternative to Bayes,0,1,1,0,0,1,1,0,1,1,1
Re: info,0,0,0,0,0,0,0,0,1,1,0
Re: [Python-3000] Method to populate tp_* slots via getattr()?,1,0,0,0,0,0,1,0,1,1,1
CNN.com Daily Top 10 - Action needed,0,0,0,0,0,0,0,0,1,1,0
Feeling the true holiday,0,0,0,0,0,0,0,0,1,1,0
Re:,0,0,0,0,0,0,0,0,1,1,0
Upgrade it to a huge volume,0,0,0,1,0,0,0,0,1,1,0
Our best decision is suitable for every age szr e nnyb,1,0,0,0,0,0,1,0,1,1,1
"Find the best replica rolex, Jewelry etc. ",0,1,0,0,0,0,0,0,1,1,1
buildbot failure in t-feisty-561 - Action needed,1,0,0,0,0,0,1,0,1,1,1
Increase Your Penis Width (Girth) By upto 20%.,0,0,0,1,0,0,0,0,1,1,1
Re: [Python-Dev] __eq__ vs hash,0,0,0,0,0,0,0,0,1,1,0
Re: [WRONG PLACE TO ASK THIS] WHM/Cpanel: Where are the Server-wide SpamAssassin settings?,0,0,1,0,0,1,0,0,1,1,1
Re:,0,0,0,1,0,0,0,1,1,1,1
Re:,0,0,0,0,1,0,0,1,1,1,1
How To Enlarge Penis Size,1,0,0,1,0,0,0,1,0,1,1
Embed JavaScript in Wiki,0,0,0,0,0,0,0,1,1,1,0
CNN.com Daily Top 10,0,0,0,0,0,1,0,0,1,1,0
Your order in processing - Urgent,1,0,0,1,0,1,0,1,1,1,1
"Wekalist Digest, Vol 60, Issue 27",1,0,0,0,0,0,0,0,1,1,1
Re: [cw-discuss] Question About Crossover Games,0,0,0,0,0,0,0,0,1,1,0
Consultants recommended product for men,0,0,0,0,0,0,0,0,1,1,0
message: Elena - Action needed,1,0,1,0,1,1,0,0,1,1,1
[UAI] IJAR,0,1,0,1,0,1,0,1,1,1,1
CNN.com Daily Top 10,0,0,0,0,0,0,0,0,1,1,0
RE: [opensuse] Upgrade 10.2 to 10.3 failure,0,0,0,0,1,0,0,1,1,1,1
Doctors help men with low libidos,0,0,0,0,0,0,0,0,1,1,0
[python-win32] Iron Python and Visual Basic 2005 (or 2008) Express,0,0,0,0,0,0,0,0,1,1,0
Choice IWC replica watches at Replica Classics   ,1,0,0,0,1,0,0,0,1,1,1
DeLL 1.4GHz Intel Laptop $389 . xBOX 360 Premium w/ 20GB HD $249,0,0,1,1,0,1,0,0,1,1,1
Configuration query,0,1,0,1,0,0,0,0,1,1,1
"Re: [Python-Dev] Capsule Summary of Some	Packaging/Deployment	Technology Concerns",0,0,1,0,0,1,0,1,1,1,1
Re: cannot open bayes databases Interrupted system call,0,0,0,1,0,1,1,1,1,1,1
Best solution if you products for for your lover,1,1,0,0,1,1,0,0,1,1,1
Re: [ILUG] just to say hello,0,0,0,1,0,0,0,0,1,1,0
Male Enhancement Reviews,0,0,0,0,0,0,0,1,1,1,1
"Re: [Python-Dev] Proposal: from __future__ import	unicode_string_literals",1,0,0,1,1,0,1,0,1,1,1
I want sale you rolex . Do you want one? ,0,0,0,0,0,0,0,0,1,1,0
can anybody help me ? - Action needed,0,0,0,0,1,0,1,0,1,1,1
Reseting or Cleaning Archive,0,0,0,0,0,0,0,0,1,1,0
Re: SA - rules question,0,0,0,0,0,0,1,1,1,0,1
"[Bug 4876] CRM114 Plugin for SpamAssassin (comments, please!)",0,0,1,1,0,0,0,1,1,1,1
Re: [R] long run time for loop operation & matrix fill,0,0,0,0,1,1,1,0,1,1,1
Re: Very Penis Extended Long 9667ba2762be2abb9757e872702aae05,0,0,0,0,0,0,1,1,1,1,1
Re:,1,0,1,1,1,0,1,0,1,1,1
Re: [opensuse]  Re: mounting usb pendriver - openSUSE10.3 / vmware - dmesg doesn't show /dev/<what>,0,0,0,0,1,0,1,0,1,1,1
RE: [ie-rant] Re: calling all nerds,0,0,0,0,0,0,0,0,1,1,0
Mem leak in IO::Handle,0,0,0,0,0,0,0,0,1,1,1
[UAI]  Determinism verses Chance,0,0,0,0,0,1,0,0,1,1,1
From Leo Pierce - Please verify,0,1,0,1,1,0,0,0,1,1,1
Looking for a watch? Visit Replica Classics - Urgent,1,1,1,0,0,0,1,0,1,1,1
This Week: Storage consolidation for NAS; Replication for disaster recovery,0,0,0,1,0,0,0,1,1,1,0
The difference is that with our pills your penis will get longer and thicker Yz,0,0,0,0,1,0,0,0,1,1,1
Re: [opensuse] How can the common users use VirtualBox's USB device?,0,0,0,0,0,1,0,0,1,1,0
none stockade tabula vinyl ballyhoo,0,0,0,1,0,0,0,0,1,1,0
Re: NTL Digital TV quality (was Re: [ILUG] Broadband in Dublin),0,0,0,0,0,0,0,0,0,1,1
from Jacqueline Acosta,1,0,1,1,0,0,0,1,1,1,1
SOA and XTP | Fuzzy SOA | SOA & Camel - Please verify,0,0,1,0,0,0,1,0,1,1,1
AW: AW: [opensuse] Logitech MX Revolution middle mouse button doesn't work,1,0,0,0,0,0,1,0,1,1,1
You Can Enlarge Your Penis By 3" - Please verify,0,1,0,1,0,0,0,0,1,1,1
"This Week: Tip contest, SAP-Oracle lawsuit",0,1,0,0,0,0,0,0,1,1,0
New at Novell ZENworks Cool Solutions - Action needed,0,0,0,0,0,0,0,0,1,1,1
*3 FREE Bottles Of VPXL !! ,1,0,0,1,0,0,1,0,1,1,1
Be the only supermacho in the city. - Action needed,0,0,0,0,0,0,0,0,1,1,0
Extended courier service delivers everything you order at our chemists.,0,1,1,0,0,0,0,0,1,1,1
Re: [Python-3000] the release gods are angry at python,0,0,0,1,0,0,1,1,1,1,1
[UAI] AITA08 CALL FOR PARTICIPATION,0,0,0,0,0,1,1,1,1,1,1
Re: Planet venus decode error,0,0,0,0,0,0,0,0,1,1,0
Learn what can make your gf happy,0,0,0,0,0,0,0,0,1,1,0
The top rated penis enlarger Proven Results. 100% Guaranteed.,0,0,0,0,0,0,0,0,1,1,0
Re: [opensuse] RAID 1,0,1,0,0,0,0,1,0,1,1,1
Vegas casino - Please verify,1,0,0,0,0,0,0,0,1,1,1
Your honesty will be appreciated and ED cured.,0,0,0,1,0,0,0,0,1,1,0
Re: [Python-Dev] [Python-3000] RELEASED Python 2.6a1 and 3.0a3,0,0,0,0,0,0,0,0,1,1,0
Tablet of happiness is here,0,0,0,1,1,0,0,0,1,1,1
*3 FREE Bottles Of VPXL !! ,0,0,0,0,0,0,0,0,1,1,0
"Re: [E-voting] Netherlands news, press release",0,1,1,0,0,1,0,0,1,1,1
Submit your payment information.,0,0,0,0,0,0,0,0,1,1,1
Your orgasms could be stronger and  longer with WonderCum.,0,1,1,1,0,0,1,0,1,1,1
Re: [OT] Yahoo Deferred,0,0,0,0,0,0,0,0,1,1,0
Re: [python-win32] Library not Registered Error while running,0,1,0,0,0,1,0,0,1,1,1
Your honesty will be appreciated and ED cured.,0,0,0,0,0,0,0,0,1,1,0
VisaAcceptedNewOfferMore9667ba2762be2abb9757e872702aae05,1,0,0,0,0,0,0,0,1,1,1
Startling Brietling watches at Replica Classics   ,0,0,0,0,0,0,0,0,1,1,0
Get the Finest Rolex Watch Replica !    - Urgent,1,0,1,0,0,1,1,0,1,1,1
Proven Effective for 72 Hours.,0,0,0,0,0,0,0,0,1,1,0
Re: Very Penis Extended Long 9667823f5cd2590dfba4a2f36712b199,0,0,0,0,0,0,0,0,1,1,0
[UAI] New book on minimum description length,0,0,0,1,0,1,0,0,1,1,1
[UAI] PST-2005 Submission Deadline Extension,1,0,0,1,0,0,0,1,1,1,1
Afghan captial in mourning,0,0,0,0,0,1,0,0,1,1,0
from Shelley Scott,0,0,0,0,0,0,0,0,1,1,0
[ie-rant] i like the headline,0,0,0,0,0,1,0,0,1,1,1
CNN.com Daily Top 10 - Action needed,0,1,0,1,0,0,0,0,0,1,1
Re: autolearn vs sa-learn / Bayes - Urgent,0,0,0,0,1,1,0,1,1,1,1
Re: [Python-Dev] Py3k and asyncore/asynchat,1,0,0,0,0,1,0,0,1,1,1
Re: Postfix not receiving mail for any local domain/users,0,0,1,1,1,0,0,0,1,1,1
Your order in processing,0,0,0,0,0,0,0,0,1,1,0
Re: [Python-3000] u'text' as an alias for 'text'?,0,1,0,0,1,1,1,1,1,1,1
[Bug 5293] RFE: pluginize the Bayes subsystem,0,0,0,1,0,0,0,0,1,1,1
Re: [opensuse] Installing efax-gtk from source - Action needed,0,0,1,0,1,1,0,0,1,1,1
svn commit: r584881 - in /spamassassin/rules/trunk/scores: 72_scores.cf scores,0,0,0,0,0,0,0,0,1,1,0
Full video with a naked celebrity Cameron Diaz - Important,0,0,0,0,0,0,0,0,1,1,0
Re: [Python-Dev] Backport of bytearray type and io module,1,0,0,0,1,0,0,0,1,1,1
Re: [R] Trying to run simple survival program in R but does not work,0,1,1,0,0,0,0,0,1,1,1
CPANPLUS working again on VMS Re: [PATCH@32279] Upgrade File::Fetch to 0.13_04 - fixed for VMS.,0,0,0,0,0,0,0,0,1,1,0
CNN.com Daily Top 10,0,0,0,0,0,0,0,0,1,1,1
Force men's items,0,0,1,0,1,0,0,0,1,1,1
Have control over xxxlife again. - Action needed,0,0,0,0,0,1,0,1,0,1,1
Flawless design fake watches,0,0,1,1,1,0,0,1,1,1,1
Re: [Python-3000] sizeof(size_t) < sizeof(long),0,0,0,0,0,0,0,0,1,1,0
Iraq and the Recession,0,0,0,0,0,0,0,0,1,1,1
RE: [opensuse] bash - why doesn't the tldp bash beginners guide for loop example work?,0,0,0,0,0,0,0,0,1,1,0
You must be The Real Man with huge dignity pouvj n duk,0,0,0,0,0,0,0,0,1,1,0
splay unicorn plague narcissist puckish,0,0,0,1,0,0,1,0,1,1,1
[TechRepublic] Oracle on Linux: Installation woes,1,0,1,0,0,0,1,0,1,1,1
CNN.com Daily Top 10 - Please verify,0,0,0,0,1,0,1,0,1,1,1
Re: [Python-3000] end scope of iteration variables after loop,0,0,0,0,0,0,0,0,1,1,0
"[python-win32] win32gui.EnumWindows, documentation?",0,0,1,0,1,0,0,0,1,1,1
New video Nicole Richie,0,1,0,1,0,0,0,0,1,1,1
Replica Rolex Swiss Watches   ,1,0,1,1,1,0,0,0,0,1,1
CNN.com Daily Top 10,0,0,0,0,0,0,0,0,1,1,1
Re: strange order of log entries,0,0,0,0,0,0,0,0,0,1,0
Re: [Python-Dev] 2.6 and 3.0 tasks,0,0,0,0,0,0,0,0,1,1,0
Re: [ie-rant] Re: PRT anyone?,0,0,0,0,0,0,0,0,1,1,0
Lose 10 pounds,0,0,0,0,0,0,0,0,0,1,1
"Re: Stars, baths and TV",0,0,1,0,0,0,0,0,1,1,1
Christmas Replica Watches   ,1,0,1,0,1,0,1,0,1,1,1
InfoNewOfferWorldwide,0,0,0,0,0,0,0,0,1,1,0
Re: [Python-Dev] A smarter shutil.copytree ?,0,1,1,0,1,0,0,0,1,1,1
Discounted drugs at discount pharmacy. ,0,0,0,0,0,0,0,0,1,1,0
Proven Effective for 72 Hours.,0,0,0,0,0,0,0,0,1,1,0
Your easy way to become well hung,0,0,0,0,0,0,0,0,1,1,0
[Python-Dev] Google Summer of Code 2008,0,1,0,0,0,0,1,1,1,1,1
Re: controls not showing.,0,0,0,0,0,0,0,0,1,1,0
Re: [Bulk] [opensuse] A Quick Start - VirtualBox Howto,0,0,0,0,0,0,0,0,1,1,0
Upsize your jackhammer Mr,0,0,0,0,0,0,0,0,1,1,0
First Glance: Webcast on E-discovery considerations for Lotus Notes Domino organizations,1,0,0,1,0,1,1,0,1,1,1
"100% Safe To Take, With NO Side Effects.",1,0,1,0,0,1,0,0,1,1,1
Looking for a watch? Visit Replica Classics ,1,0,0,1,0,0,1,0,1,1,1
From Allan Land,0,0,0,0,0,0,0,0,1,1,0
CNN Alerts: My Custom Alert,1,0,1,0,1,0,0,0,1,1,1
CNN.com Daily Top 10,0,0,0,0,0,0,0,0,1,1,0
[Bug 5041] large mail of CType 'message/partial' takes a long time to scan,0,0,0,0,0,1,0,1,1,1,1
Wrapping email in a digital security blanket,0,0,0,0,0,0,0,0,1,1,0
See which wrist watches are most popular,1,1,1,0,0,0,0,0,1,1,1
How interesting is your love life?  - Important,0,0,0,0,1,1,0,1,1,1,1
Rolex is not for all. Is it for you ?   ,0,0,0,1,0,0,0,0,1,1,1
[spambayes-dev] German localization,0,0,0,0,0,0,0,0,1,1,0
"[pywin32-bugs] [ pywin32-Bugs-794193 ] Pythonwin module browser has	problem with top level function",0,0,0,0,0,0,0,0,1,1,0
"FW: amusing analogies, some good, some bad, some plain stupid....",0,0,0,0,0,0,0,0,1,1,0
"Beautiful quartz, water-resistant Replica Watches",0,1,1,0,0,0,0,0,1,1,1
[perl #57636] [TODO][PDD19] Document the reason for :unique_reg flag ,0,0,0,0,0,0,0,0,1,1,0
CNN.com Daily Top 10,1,0,0,1,1,0,0,1,1,1,1
[SM-USERS] Error with SquirrelMail plugin: Change Qmail-LDAP Forward Version 1.00 - Action needed,1,1,0,0,0,0,0,0,1,1,1
CNN.com Daily Top 10,0,0,0,0,0,0,0,0,1,1,1
CNN.com Daily Top 10 - Urgent,1,0,0,0,0,0,0,0,1,1,1
CNN Alerts: My Custom Alert,0,0,0,0,0,0,0,0,1,1,0
"Re: [SM-DEVEL] Allowing default user settings for DB-based	preferences.",1,1,0,0,1,0,0,0,1,1,1
WorldwideVisaAcceptedNewOffer,0,0,0,0,0,0,0,0,1,1,0
Dead pen drive,0,0,0,0,0,0,0,0,0,1,0
Re: [opensuse] ext3 check forced = frustration,0,0,0,0,0,0,0,1,1,1,1
RE: bug 5589 patching,0,0,0,0,0,0,0,0,1,1,0
from Earl Manning,1,0,0,1,0,1,0,0,1,1,1
RE: [ydn-delicious] "your bookmarks" vs "your favorites",0,0,0,0,0,0,0,0,1,1,0
123,1,0,0,0,0,0,0,0,1,1,0
These nurses are flaming hot,1,0,1,0,0,1,0,1,1,1,1
Learn what can make your gf happy,0,0,0,0,1,0,1,1,1,1,1
[Bug 5675] TextCat sidesteps 'what if I DON'T like language X?',0,0,0,1,1,0,1,1,1,1,1
CNN Alerts: My Custom Alert,0,0,0,0,1,0,1,0,1,1,1
Purchase medications with CanadianPharmacy and enjoy our low prices.,0,0,0,0,0,0,0,0,1,1,0
New revolutionary products to help men,0,0,0,0,0,0,0,0,1,1,0
Re: [FoRK] Re: The grand scheme of things...,1,0,0,0,1,0,0,0,0,1,1
Re: [Python-Dev] Improved thread switching,1,0,1,0,0,0,0,0,1,1,1
mpeg4 Stunning for da1482440eb4bea7f128010f467699b9 ,0,0,0,0,1,1,0,0,1,1,1
Top Quality Size,0,0,0,0,0,0,0,0,1,1,0
"Python at Sun's CommunityOne May 5, 2008",0,1,0,1,1,0,0,0,1,1,1
[UAI] A new website for Graphical model's reasoning algorithms at UC-Irvine,0,0,1,0,0,0,0,0,1,1,0
[scoop] Updated Site Files,0,0,0,0,1,0,0,0,1,1,1
Feel the real holiday,0,0,0,0,1,0,0,0,1,1,1
[UAI] 2nd CfP: ECAI'06 workshop on "AI techniques in healthcare: evidence-based guidelines and protocols",0,1,0,0,1,0,0,0,1,1,1
[UAI] DS-05 Call for Tutorials,0,0,0,0,0,0,0,0,1,1,0
Success men's packs,0,0,0,0,0,0,0,0,1,1,0
Re: [R] Tick marks that correspond with bars on barplot,0,0,0,0,0,0,0,0,1,1,0
Re: Blacklisting recipient address - Urgent,0,1,1,1,0,1,0,0,1,1,1
How To Enlarge Penis Size,0,0,1,1,0,0,0,0,1,1,1
panjandrum soothsayer auburn obnoxious tahoe,1,0,0,0,0,0,0,0,1,1,1
Men's health store,0,0,0,0,0,1,1,1,1,1,1
Re: [opensuse] openSUSE 11.0 and the Non-ready KDE4,0,0,0,0,0,0,0,0,1,1,0
Have wild nights of love back again to life.,0,0,0,0,0,0,0,0,1,1,1
Healthy life is not a myth anymore!,0,0,0,0,0,1,0,0,0,1,1
Re: [opensuse] Defragging: possible?  necessary?,0,0,0,0,0,0,0,0,1,1,0
Finest harvey proposition,0,0,0,0,0,0,0,0,1,1,0
"Re: [FoRK] W3C sponsor, AI / supercomputing Ph.D. program,	Silicon Valley",0,0,0,0,0,0,0,1,1,1,0
Your intimate condition is our specialization. V,1,1,1,1,0,1,0,0,1,1,1
Psychologist endorsed products for men,0,0,0,0,0,0,0,0,1,1,0
New size for Men especially for new feelings of women at once nxqvqb jp azflwx,0,0,1,0,1,1,0,1,1,1,1
Re: Forwarding all localmail,0,0,0,0,0,1,0,1,1,1,1
Have wild nights of love back again to life.,1,0,0,0,0,0,0,0,1,1,1
CNN.com Daily Top 10,0,0,0,0,0,0,0,0,1,1,0
[Bug 5817] Poorly faked MTA Received headers (MUA to MX) - Important,0,0,0,0,0,0,0,0,1,1,0
Supercharge your libido like never before fu s m,0,1,0,0,0,0,0,0,1,1,1
svn commit: r581572 - /spamassassin/rules/trunk/sandbox/jm/20_basic.cf,0,0,0,0,0,0,0,0,1,1,0
[UAI] Final CFP: VMCAI submission deadline is 23 days away.,0,0,1,1,1,0,1,0,1,1,1
The confidence comes in the course of time and the sizes kmmcg boq gopa,0,1,0,0,0,0,0,0,0,1,1
[Slashdot] Stories for 2008-04-12,0,0,0,0,0,0,0,0,1,1,0
[UAI] Progic07 - The Third Workshop on Combining Probability and Logic,0,0,0,0,0,0,0,0,1,1,0
The most stylish and elegant presents,0,0,0,0,0,0,1,1,1,1,1
From Zelma Mcclure,0,1,0,1,0,1,0,1,1,1,1
